snippet_key,hook,explanation
256,This temple complex in Gujarat has hundreds of Jain temples built on a hill. Which is this town?,"Shatrunjaya Hill is one of the holiest pilgrimage sites of Jains. It is in Palitana, 51 km from Bhavnagar in Gujarat. The sacred hill contains hundreds of shrines. It was sanctified when Rishabanatha, the first Tirthankara of Jainism, gave his first sermon on the hilltop. The temples were built over 900 years starting from 11th century CE. Kumarpal Solanki, a great Jain patron, built the first temples on this site. The temples were destroyed by Turkish Muslim invaders in 1311 AD. The saint Jinaprabhasuri, who was then 50 years old, presided over the temples, and later restored them to their glory. Source: https://www.gujarattourism.com/saurashtra/bhavnagar/palitana-and-shatrunjaya-hill.html Picture Credit: trawell.in"
257,The Dilwara group of temples are amongst the most well recognised Jain temples of India. Where are these?,"The five Jain temples made of marble are at Dilwara near Mount Abu in Rajasthan. They use the marble stones from Makrana as did the Taj Mahal. They were built between the 11th and 15th century by different rulers. They are the best specimens of the Maru-Gurjara branch of North Indian Nagara temple architecture attributed to the Solanki rulers of Gujarat. Profusely carved pillars, ceilings and flying arches in large, open pillared halls, are characteristics of this style. Ranakpur, also in Rajasthan has similiar architecture and intricacy. Source: “The International Jaina Style,” Julia A B Hegewald Picture Credit: Luna Vasahi"
258,This well known site in India has colossal rock cut sculptures of Tirthankaras. Where is this site?,"The Gwalior rock sculptures are unique for their colossal size and number. They are spread around the Gwalior fort in five groups and are several dozen in number. The rock cut sculptures are upto 57 feet tall. They were excavated in the 15th century in the reign of Tomara Rajas. Very soon after that, they were mutilated by Babur who has recorded the destruction in his own words._x000D_ _x000D_ Source: ""Four Reports 1862-65,"" Alexander Cunningham_x000D_ _x000D_ Picture Credit: Ramanujam SR"
259,This Jain temple is in a site that is well known for its group of temples. Where is this temple?,"This is the Parsvanath temple in Khajuraho which also has a Jain temple complex. There are temples for Parsvanath, Adinath and Shantinath. The Parsvanath temple is one among the largest Jain temples. The temple architecture is similar to that of the other temples in Khajuraho, especially the Lakshmana Temple. Its sculptures show a predominance of Vaishnava themes, with sculptures of Parasurama, Balarama with Revati, Rama, Sita and Hanuman. Source: ""Khajuraho,"" Krishna Deva, ASI Picture Credit: Ramanujam SR"
260,This Jain temple site is also the site of one of the first surviving structural temples of Hinduism. Where is this site?,"Deogarh in Uttar Pradesh has the largest collection of Jaina images numbering around 2000 and numerous Jain temples. Deogarh is more than the sum of its published monuments.. and is the greatest collection of Jaina images anywhere in India. The Dashavatara temple in Deogarh is also considered as one of the earliest surviving Hindu temples. Source: ""Jainism: A Pictorial Guide to the Religion of Non-violence,"" Kurt Titze, Klaus Bruhn Picture Credit: Ed Senter, Flickr"
295,How old is the evidence of Mango in India?,"The genome of Mangifera Indica, mango, has been detected 60 million years ago. Mango leaf fossils (Paleocene era) have been recovered near Damalgiri, West Garo Hills, Meghalaya. This was even before joining of the Indian and Asian continental plates._x000D_ _x000D_ Wild species of genus Mangifera are distributed throughout South and South East Asia. Cultivation started much later. The consensus among historians is that cultivation of mangoes started in the north east India about 4000 years ago._x000D_ _x000D_ Picture Credit: AI generated mango leaf fossil, GenCraft"
296,Mango is in our ancient sculptures too. Where will you find the earliest sculptural evidence of mango in India?,"Buddha had committed to perform a miracle under a mango tree in Sravasti. To make it impossible for Buddha to perform the miracle, his opponents uprooted all mango trees. While Buddha was on his begging rounds, the King’s gardener presented Buddha with a ripe mango. Buddha ate the fruit, planted the seed and washed his hands over the seed. Instantly the seed grew upto a full mango tree. Buddha would go on to perform another miracle at the mango tree. Sanchi has a sculpture on the Mango Miracle of Buddha at Sravasti. The gateways of the great stupa at Sanchi (1st century CE) and the railings at Bharhut stupa (2nd century CE) have 40 representations of plants including the mango. Sanchi stupa sculptures show among other representations an elephant heading towards a mango tree laden with fruits and monkeys on a mango tree looking for the fruit. Picture Credit: Wikimedia Commons"
297,The earliest literary evidence of mango in India is in which of these texts?,"Valmiki Ramayana has many references to mango. For e.g., Balakand describes the city of Ayodhya, “(it) accommodates groups of danseuses and theatrical personnel, and is surrounded everywhere with the gardens and brakes of mango trees, and her wide fort wall is like her cincture ornament”. Later, there are profuse references in Sanskrit dramas and Puranas. There is also a theory that there must be a reference in Vedas to mangoes, since mango leaves are used in homams. But historians don’t concur._x000D_ _x000D_ Picture Credit: Bishnu Sarangi, Pixabay"
298,Which Indian language is the English word ‘Mango’ borrowed from?,"The English word mango originated from Tamil “mangai” and Malayalam “manga.” Cashew, same as mango family, is called Kashumaanga in Malayalam! The Malayan word for mango is manga, same as Tamil. After its domestication in India more than 4000 years ago, traders, travelers and rulers have taken the mango across the globe. During 4-5th centuries BCE the Buddhist monks took mango to Malaya Peninsula and East Asia. Chinese traveler Hiuen T’sang returned from India to China with the mango in the 7th century CE. Further, in the 10th century CE the Persians carried it to East Africa. During 16th century CE the Portuguese have taken it to West Africa & Brazil and thence to West Indies where the British picked it up._x000D_ _x000D_ Picture Credit: Rajesh India, Flickr"
299,Mango is the national fruit of India and Pakistan. Mango Tree is the national tree of Bangladesh. It is the national fruit of one more country. Which is this?,"The genus Mangifera contains 41 valid species out of which the maximum number are located in the Malaya region which is generally considered as the birth place of the wild growing mango. The species are spread out from India to the Phillipines and the mango is considered important in this belt. But the only cultivated species of mango is Mangifera indica, the cultivation of which first started 4000 years ago in NE India from where monks and traders took them to SE Asia. The picture is a mango orchard from the Guimaras province of Philippines. Like others, it claims to have the sweetest mango in the world. Picture Credit: tsinelaslife.com"
300,Alphonso mangoes are expensive and are a popular export. They are related to a colonial power. Which power is it?,"Alfonso is named after its Portuguese cultivator in India, Nicolau Alfonso. Little else is known of the creator._x000D_ _x000D_ The famous varieties over which Indians squabble so much, started appearing only after the Portuguese introduced grafting. This technique was then patronized by Mughal rulers. Nicola Manucci, an Italian traveler in Aurangzeb’s court, notes that Portuguese created many varieties which carried the names of individual cultivators. These mangoes were a favourite of Emperor Shahjahan, who had a dedicated supply from Mazgaon to Delhi. Today, it is grown in the Konkan region and is the one of the prized exports from India._x000D_ _x000D_ Picture Credit: Joquim, pixabay"
301,Sher Shah celebrated his victory over Humayun with this mango variety. Which is it?,"Sher Shah defeated Humayun at Chausa near Buxar in Bihar in 1539 and at Kannauj in Western UP in 1540. Sher Shah named a mango variety Chausa, to mark his victory. Chausa is very popular in the north of India. With these victories, Sher Shah drove Humayun out of India. Humayun regained his throne in 1556CE after the second battle of Panipat where the successors of Sher Shah were defeated. Picture Credit: Indian Institute of Horticultural Research"
302,Darbhanga in Bihar had a plantation of one lakh mangoes called Lakhi-bagh. Which emperor planted this?,"The Jesuit delegation to Akbar in 1579 is said to have introduced the idea of grafting mangoes to the emperor. He is said to have planted one lakh trees in Darbhanga, Bihar to introduce this technique on a large scale. This led to the creation of many mango varieties. While the story is not in Ain-i-Akbari, it is accepted by historians as true. The Mughals loved mangoes, introducing recipes like the Aaam Panna, Aaam ki Lauz and Aam ka Meetha Pulao. Nurjehan is said to have created wines mixed with mangoes. Picture Credit: AI generated image of one lakh mango trees, GenCraft"
303,Some folk stories suggest that a famous Ramayana character introduced the mango to India. Who was he?,"When Hanuman reached Lanka in search of Sita, he is supposed to have encountered an Aamra – Kanan (Mango grove). After having done justice to the fruits, he is said to have thrown the seeds across the sea to India where they took root. Hanuman is also known to have taken a flight towards the Sun mistaking it for a mango. A story of contest between Ganesha and Karthikeya has the prize as a golden mango. We know that the mango is indigenous to India but the story illustrates how most things in India have been linked to the itihasa-purana tradition. Picture Credit: Salangpur Hanumanji, Twitter"
